cp_flag,midpoint,strike_price,spot,time_to_maturity_years,hv_tenor_days,historical_volatility,tenor_gap_days,bs_price_hv,bs_error,nr_implied_vol,iv_error_vs_hv
P,24.05,495.0,532.36,0.6219178082191781,182.0,0.252335,45.0,23.52006788328788,-0.5299321167121214,,
P,26.049999999999997,500.0,532.36,0.6219178082191781,182.0,0.252335,45.0,25.47179733849933,-0.5782026615006686,,
P,30.325,510.0,532.36,0.6219178082191781,182.0,0.252335,45.0,29.66518692282412,-0.6598130771758797,,
P,35.099999999999994,520.0,532.36,0.6219178082191781,182.0,0.252335,45.0,34.24470458518849,-0.8552954148115077,,
P,40.175,530.0,532.36,0.6219178082191781,182.0,0.252335,45.0,39.2066089847886,-0.9683910152113953,,
P,42.925,535.0,532.36,0.6219178082191781,182.0,0.252335,45.0,41.828853586971746,-1.0961464130282508,,
P,45.724999999999994,540.0,532.36,0.6219178082191781,182.0,0.252335,45.0,44.543781314130996,-1.1812186858689984,,
P,48.575,545.0,532.36,0.6219178082191781,182.0,0.252335,45.0,47.350036272167756,-1.2249637278322467,,
P,51.675,550.0,532.36,0.6219178082191781,182.0,0.252335,45.0,50.24610090780436,-1.4288990921956355,,
P,57.95,560.0,532.36,0.6219178082191781,182.0,0.252335,45.0,56.30086327754992,-1.6491367224500806,,
P,64.6,570.0,532.36,0.6219178082191781,182.0,0.252335,45.0,62.69322029204085,-1.9067797079591458,,
P,68.15,575.0,532.36,0.6219178082191781,182.0,0.252335,45.0,66.01088009653284,-2.1391199034671615,,
P,71.65,580.0,532.36,0.6219178082191781,182.0,0.252335,45.0,69.4066244225977,-2.243375577402304,,
P,75.3,585.0,532.36,0.6219178082191781,182.0,0.252335,45.0,72.87819036498081,-2.421809635019187,,
P,86.85,600.0,532.36,0.6219178082191781,182.0,0.252335,45.0,83.7244611160803,-3.1255388839196883,,
P,120.275,640.0,532.36,0.6219178082191781,182.0,0.252335,45.0,115.3914090165108,-4.883590983489199,,
C,89.875,450.0,532.36,0.6219178082191781,182.0,0.252335,45.0,95.30992139358654,5.434921393586535,,
C,53.925,500.0,532.36,0.6219178082191781,182.0,0.252335,45.0,60.931736850001414,7.006736850001417,,
C,29.25,550.0,532.36,0.6219178082191781,182.0,0.252335,45.0,36.01603437045674,6.766034370456737,,
C,27.4,555.0,532.36,0.6219178082191781,182.0,0.252335,45.0,34.03124259674121,6.63124259674121,,
C,22.25,570.0,532.36,0.6219178082191781,182.0,0.252335,45.0,28.58715133515321,6.337151335153209,,
C,20.75,575.0,532.36,0.6219178082191781,182.0,0.252335,45.0,26.935810534760265,6.1858105347602645,,
C,14.35,600.0,532.36,0.6219178082191781,182.0,0.252335,45.0,19.804388529882857,5.454388529882857,,
C,9.85,625.0,532.36,0.6219178082191781,182.0,0.252335,45.0,14.33137979648717,4.48137979648717,,
P,15.4,470.0,532.36,0.6219178082191781,182.0,0.252335,45.0,15.189228480271638,-0.21077151972836283,,
P,25.85,500.0,532.36,0.6219178082191781,182.0,0.252335,45.0,25.47179733849933,-0.37820266150067283,,
C,8.475000000000001,850.0,532.36,1.8657534246575345,730.0,0.293059,49.0,17.283066379987744,8.808066379987743,,
P,340.225,850.0,532.36,1.8657534246575345,730.0,0.293059,49.0,319.21119047912975,-21.013809520870268,0.38843647363881145,0.09537747363881144
C,84.375,450.0,532.36,0.2,60.0,0.275076,13.0,85.54805263180407,1.1730526318040688,,
C,65.925,470.0,532.36,0.2,60.0,0.275076,13.0,68.13805519100657,2.2130551910065748,,
C,61.6,475.0,532.36,0.2,60.0,0.275076,13.0,64.03480835836393,2.434808358363931,,
C,57.575,480.0,532.36,0.2,60.0,0.275076,13.0,60.04702790349705,2.4720279034970503,,
C,53.525,485.0,532.36,0.2,60.0,0.275076,13.0,56.181961607572305,2.656961607572306,,
C,49.325,490.0,532.36,0.2,60.0,0.275076,13.0,52.44630495684402,3.121304956844014,,
C,45.45,495.0,532.36,0.2,60.0,0.275076,13.0,48.846096069710086,3.396096069710083,,
C,41.775000000000006,500.0,532.36,0.2,60.0,0.275076,13.0,45.386623750677984,3.6116237506779783,,
C,34.725,510.0,532.36,0.2,60.0,0.275076,13.0,38.906855361146825,4.181855361146823,,
C,31.65,515.0,532.36,0.2,60.0,0.275076,13.0,35.89278810645635,4.242788106456352,,
C,28.625,520.0,532.36,0.2,60.0,0.275076,13.0,33.03185113595862,4.406851135958618,,
C,25.8,525.0,532.36,0.2,60.0,0.275076,13.0,30.32479296847771,4.524792968477708,,
C,23.1,530.0,532.36,0.2,60.0,0.275076,13.0,27.77142214989368,4.671422149893679,,
C,20.549999999999997,535.0,532.36,0.2,60.0,0.275076,13.0,25.37063715531056,4.820637155310564,,
C,18.299999999999997,540.0,532.36,0.2,60.0,0.275076,13.0,23.120471095332277,4.82047109533228,,
C,16.200000000000003,545.0,532.36,0.2,60.0,0.275076,13.0,21.018149263358424,4.818149263358421,,
C,14.275,550.0,532.36,0.2,60.0,0.275076,13.0,19.060157339803084,4.785157339803083,,
C,12.525,555.0,532.36,0.2,60.0,0.275076,13.0,17.242317943894875,4.717317943894875,,
C,10.95,560.0,532.36,0.2,60.0,0.275076,13.0,15.559873188975217,4.609873188975218,,
C,9.525,565.0,532.36,0.2,60.0,0.275076,13.0,14.007570944252336,4.482570944252336,,
C,8.25,570.0,532.36,0.2,60.0,0.275076,13.0,12.579752623547677,4.329752623547677,,
C,7.15,575.0,532.36,0.2,60.0,0.275076,13.0,11.270440496798102,4.120440496798102,,
C,6.175,580.0,532.36,0.2,60.0,0.275076,13.0,10.073422739317039,3.8984227393170388,,
C,5.35,585.0,532.36,0.2,60.0,0.275076,13.0,8.98233468340834,3.63233468340834,,
C,4.575,590.0,532.36,0.2,60.0,0.275076,13.0,7.99073500387685,3.4157350038768497,,
C,3.325,600.0,532.36,0.2,60.0,0.275076,13.0,6.2802661354864,2.9552661354864,,
C,2.835,605.0,532.36,0.2,60.0,0.275076,13.0,5.548727692369241,2.7137276923692406,,
C,2.44,610.0,532.36,0.2,60.0,0.275076,13.0,4.8914437482162185,2.4514437482162186,,
C,2.09,615.0,532.36,0.2,60.0,0.275076,13.0,4.30249999553557,2.2124999955355698,,
C,1.795,620.0,532.36,0.2,60.0,0.275076,13.0,3.7762182222547196,1.9812182222547197,,
C,1.48,625.0,532.36,0.2,60.0,0.275076,13.0,3.3071828630200315,1.8271828630200315,,
C,1.3050000000000002,630.0,532.36,0.2,60.0,0.275076,13.0,2.8902608828828065,1.5852608828828063,,
C,0.73,650.0,532.36,0.2,60.0,0.275076,13.0,1.651552012359918,0.9215520123599181,,
C,0.5800000000000001,660.0,532.36,0.2,60.0,0.275076,13.0,1.2336203671411958,0.6536203671411958,,
C,0.435,675.0,532.36,0.2,60.0,0.275076,13.0,0.785119613916855,0.35011961391685503,,
C,0.36,680.0,532.36,0.2,60.0,0.275076,13.0,0.6728639079496492,0.31286390794964924,,
P,0.485,410.0,532.36,0.2,60.0,0.275076,13.0,0.3325325413018758,-0.15246745869812417,,
P,0.6799999999999999,420.0,532.36,0.2,60.0,0.275076,13.0,0.5726978969542653,-0.10730210304573462,,
P,0.78,425.0,532.36,0.2,60.0,0.275076,13.0,0.7393970626074093,-0.04060293739259069,,
P,1.095,435.0,532.36,0.2,60.0,0.275076,13.0,1.1953246054173938,0.10032460541739385,,
P,1.285,440.0,532.36,0.2,60.0,0.275076,13.0,1.4978849960195255,0.2128849960195256,,
P,1.58,445.0,532.36,0.2,60.0,0.275076,13.0,1.8598486892285422,0.2798486892285421,,
P,1.88,450.0,532.36,0.2,60.0,0.275076,13.0,2.288952032103957,0.40895203210395703,,
P,2.225,455.0,532.36,0.2,60.0,0.275076,13.0,2.793210503021413,0.5682105030214131,,
P,2.685,460.0,532.36,0.2,60.0,0.275076,13.0,3.3808142322983343,0.6958142322983343,,
P,3.175,465.0,532.36,0.2,60.0,0.275076,13.0,4.0600130994561425,0.8850130994561427,,
P,3.775,470.0,532.36,0.2,60.0,0.275076,13.0,4.838994564653063,1.0639945646530635,,
P,4.525,475.0,532.36,0.2,60.0,0.275076,13.0,5.725757725347165,1.2007577253471649,,
P,5.35,480.0,532.36,0.2,60.0,0.275076,13.0,6.727987263816999,1.3779872638169994,,
P,6.300000000000001,485.0,532.36,0.2,60.0,0.275076,13.0,7.852930961228836,1.5529309612288351,,
P,7.4,490.0,532.36,0.2,60.0,0.275076,13.0,9.107284303837162,1.7072843038371612,,
P,8.675,495.0,532.36,0.2,60.0,0.275076,13.0,10.497085410039915,1.8220854100399144,,
P,10.075,500.0,532.36,0.2,60.0,0.275076,13.0,12.027623084344583,1.9526230843445838,,
P,11.625,505.0,532.36,0.2,60.0,0.275076,13.0,13.703360282507703,2.0783602825077025,,
P,13.4,510.0,532.36,0.2,60.0,0.275076,13.0,15.527874681486708,2.1278746814867073,,
P,15.325,515.0,532.36,0.2,60.0,0.275076,13.0,17.50381742013286,2.1788174201328623,,
P,17.4,520.0,532.36,0.2,60.0,0.275076,13.0,19.6328904429717,2.2328904429717014,,
P,19.675,525.0,532.36,0.2,60.0,0.275076,13.0,21.91584226882759,2.2408422688275884,,
P,22.075,530.0,532.36,0.2,60.0,0.275076,13.0,24.35248144358016,2.277481443580161,,
P,24.775,535.0,532.36,0.2,60.0,0.275076,13.0,26.941706442333782,2.1667064423337834,,
P,27.575,540.0,532.36,0.2,60.0,0.275076,13.0,29.68155037569221,2.106550375692212,,
P,33.625,550.0,532.36,0.2,60.0,0.275076,13.0,35.601256606836216,1.9762566068362162,,
P,37.025,555.0,532.36,0.2,60.0,0.275076,13.0,38.77342720426475,1.7484272042647504,,
P,40.474999999999994,560.0,532.36,0.2,60.0,0.275076,13.0,42.08099244268169,1.6059924426816963,,
P,48.05,570.0,532.36,0.2,60.0,0.275076,13.0,49.080891863927604,1.0308918639276072,,
P,56.099999999999994,580.0,532.36,0.2,60.0,0.275076,13.0,56.554581966370165,0.4545819663701707,,
P,64.6,590.0,532.36,0.2,60.0,0.275076,13.0,64.45191421760336,-0.1480857823966346,,
P,73.5,600.0,532.36,0.2,60.0,0.275076,13.0,72.72146533588625,-0.7785346641137494,,
P,91.975,620.0,532.36,0.2,60.0,0.275076,13.0,90.17745739600122,-1.797542603998778,,
C,62.0,475.0,532.36,0.2,60.0,0.275076,13.0,64.03480835836393,2.0348083583639323,,
C,38.275000000000006,505.0,532.36,0.2,60.0,0.275076,13.0,42.07235095550453,3.797350955504527,,
C,34.875,510.0,532.36,0.2,60.0,0.275076,13.0,38.906855361146825,4.031855361146825,,
C,28.65,520.0,532.36,0.2,60.0,0.275076,13.0,33.03185113595862,4.38185113595862,,
C,25.85,525.0,532.36,0.2,60.0,0.275076,13.0,30.32479296847771,4.474792968477708,,
C,23.125,530.0,532.36,0.2,60.0,0.275076,13.0,27.77142214989368,4.646422149893681,,
C,20.6,535.0,532.36,0.2,60.0,0.275076,13.0,25.37063715531056,4.77063715531056,,
C,18.299999999999997,540.0,532.36,0.2,60.0,0.275076,13.0,23.120471095332277,4.82047109533228,,
C,14.375,550.0,532.36,0.2,60.0,0.275076,13.0,19.060157339803084,4.685157339803084,,
C,12.5,555.0,532.36,0.2,60.0,0.275076,13.0,17.242317943894875,4.742317943894875,,
C,10.825,560.0,532.36,0.2,60.0,0.275076,13.0,15.559873188975217,4.734873188975218,,
C,9.55,565.0,532.36,0.2,60.0,0.275076,13.0,14.007570944252336,4.4575709442523355,,
C,8.3,570.0,532.36,0.2,60.0,0.275076,13.0,12.579752623547677,4.279752623547676,,
C,6.275,580.0,532.36,0.2,60.0,0.275076,13.0,10.073422739317039,3.798422739317038,,
C,4.675000000000001,590.0,532.36,0.2,60.0,0.275076,13.0,7.99073500387685,3.315735003876849,,
C,4.025,595.0,532.36,0.2,60.0,0.275076,13.0,7.092175841419049,3.067175841419049,,
C,3.4000000000000004,600.0,532.36,0.2,60.0,0.275076,13.0,6.2802661354864,2.8802661354863996,,
P,2.22,455.0,532.36,0.2,60.0,0.275076,13.0,2.793210503021413,0.573210503021413,,
P,3.22,465.0,532.36,0.2,60.0,0.275076,13.0,4.0600130994561425,0.8400130994561423,,
P,6.35,485.0,532.36,0.2,60.0,0.275076,13.0,7.852930961228836,1.5029309612288362,,
P,10.175,500.0,532.36,0.2,60.0,0.275076,13.0,12.027623084344583,1.8526230843445823,,
P,13.525,510.0,532.36,0.2,60.0,0.275076,13.0,15.527874681486708,2.0028746814867073,,
P,17.475,520.0,532.36,0.2,60.0,0.275076,13.0,19.6328904429717,2.1578904429716985,,
P,22.225,530.0,532.36,0.2,60.0,0.275076,13.0,24.35248144358016,2.127481443580159,,
P,24.825,535.0,532.36,0.2,60.0,0.275076,13.0,26.941706442333782,2.1167064423337827,,
P,27.6,540.0,532.36,0.2,60.0,0.275076,13.0,29.68155037569221,2.08155037569221,,
C,132.8,400.0,532.36,0.0054794520547945,10.0,0.151966,8.0,132.38191720774228,-0.41808279225773504,,
C,62.5,470.0,532.36,0.0054794520547945,10.0,0.151966,8.0,62.385752719097184,-0.11424728090281633,,
C,52.5,480.0,532.36,0.0054794520547945,10.0,0.151966,8.0,52.38630064929072,-0.1136993507092825,,
C,47.474999999999994,485.0,532.36,0.0054794520547945,10.0,0.151966,8.0,47.38657461438754,-0.08842538561245306,,
C,42.65,490.0,532.36,0.0054794520547945,10.0,0.151966,8.0,42.38684857948431,-0.2631514205156904,,
C,37.525,495.0,532.36,0.0054794520547945,10.0,0.151966,8.0,37.387122544622116,-0.13787745537788254,,
C,32.3,500.0,532.36,0.0054794520547945,10.0,0.151966,8.0,32.38739652150531,0.08739652150531185,,
C,30.225,502.5,532.36,0.0054794520547945,10.0,0.151966,8.0,29.887533640639163,-0.3374663593608389,,
C,27.775,505.0,532.36,0.0054794520547945,10.0,0.151966,8.0,27.387672004967158,-0.387327995032841,,
C,25.225,507.5,532.36,0.0054794520547945,10.0,0.151966,8.0,24.887820478789422,-0.3371795212105795,,
C,22.775,510.0,532.36,0.0054794520547945,10.0,0.151966,8.0,22.388036328383123,-0.3869636716168756,,
C,20.275,512.5,532.36,0.0054794520547945,10.0,0.151966,8.0,19.888621846366163,-0.3863781536338351,,
C,17.8,515.0,532.36,0.0054794520547945,10.0,0.151966,8.0,17.39088183538206,-0.40911816461794004,,
C,15.375,517.5,532.36,0.0054794520547945,10.0,0.151966,8.0,14.899420859740758,-0.4755791402592422,,
C,12.85,520.0,532.36,0.0054794520547945,10.0,0.151966,8.0,12.427504296744814,-0.42249570325518526,,
C,10.55,522.5,532.36,0.0054794520547945,10.0,0.151966,8.0,10.00621716696196,-0.5437828330380405,,
C,8.274999999999999,525.0,532.36,0.0054794520547945,10.0,0.151966,8.0,7.6943617640804405,-0.5806382359195581,,
C,6.199999999999999,527.5,532.36,0.0054794520547945,10.0,0.151966,8.0,5.580351644630184,-0.6196483553698151,,
C,4.35,530.0,532.36,0.0054794520547945,10.0,0.151966,8.0,3.7662628779630722,-0.5837371220369274,,
C,2.86,532.5,532.36,0.0054794520547945,10.0,0.151966,8.0,2.334312572333033,-0.5256874276669667,,
C,1.72,535.0,532.36,0.0054794520547945,10.0,0.151966,8.0,1.312542533862512,-0.4074574661374879,,
C,0.965,537.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.6625268108442981,-0.30247318915570187,,
C,0.51,540.0,532.36,0.0054794520547945,10.0,0.151966,8.0,0.29763250414445963,-0.21236749585554038,,
C,0.275,542.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.11819441226187166,-0.15680558773812836,,
P,0.33,522.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.11758781434862087,-0.21241218565137915,,
P,0.565,525.0,532.36,0.0054794520547945,10.0,0.151966,8.0,0.3055954289187284,-0.2594045710812716,,
P,0.95,527.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.6914483269201241,-0.2585516730798758,,
P,1.605,530.0,532.36,0.0054794520547945,10.0,0.151966,8.0,1.3772225777046003,-0.22777742229539966,,
P,2.6,532.5,532.36,0.0054794520547945,10.0,0.151966,8.0,2.4451352895260925,-0.1548647104739076,,
P,3.975,535.0,532.36,0.0054794520547945,10.0,0.151966,8.0,3.9232282685071596,-0.051771731492840534,,
P,5.725,537.5,532.36,0.0054794520547945,10.0,0.151966,8.0,5.773075562940562,0.04807556294056248,,
P,7.775,540.0,532.36,0.0054794520547945,10.0,0.151966,8.0,7.908044273692383,0.13304427369238248,,
P,10.075,542.5,532.36,0.0054794520547945,10.0,0.151966,8.0,10.22846919926144,0.15346919926144054,,
P,12.425,545.0,532.36,0.0054794520547945,10.0,0.151966,8.0,12.651416054254923,0.22641605425492273,,
P,14.875,547.5,532.36,0.0054794520547945,10.0,0.151966,8.0,15.122631438437566,0.24763143843756552,,
P,17.35,550.0,532.36,0.0054794520547945,10.0,0.151966,8.0,17.61324113425553,0.2632411342555301,,
P,19.825000000000003,552.5,532.36,0.0054794520547945,10.0,0.151966,8.0,20.110514642225894,0.2855146422258912,,
P,27.325000000000003,560.0,532.36,0.0054794520547945,10.0,0.151966,8.0,27.609320282879366,0.2843202828793636,,
C,20.3,512.5,532.36,0.0054794520547945,10.0,0.151966,8.0,19.888621846366163,-0.41137815363383723,,
C,12.85,520.0,532.36,0.0054794520547945,10.0,0.151966,8.0,12.427504296744814,-0.42249570325518526,,
C,10.675,522.5,532.36,0.0054794520547945,10.0,0.151966,8.0,10.00621716696196,-0.6687828330380405,,
C,8.0,525.0,532.36,0.0054794520547945,10.0,0.151966,8.0,7.6943617640804405,-0.3056382359195595,,
C,6.375,527.5,532.36,0.0054794520547945,10.0,0.151966,8.0,5.580351644630184,-0.7946483553698158,,
C,4.3,530.0,532.36,0.0054794520547945,10.0,0.151966,8.0,3.7662628779630722,-0.5337371220369276,,
C,3.155,532.5,532.36,0.0054794520547945,10.0,0.151966,8.0,2.334312572333033,-0.8206874276669667,,
C,1.77,535.0,532.36,0.0054794520547945,10.0,0.151966,8.0,1.312542533862512,-0.45745746613748794,,
C,0.96,537.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.6625268108442981,-0.29747318915570187,,
C,0.515,540.0,532.36,0.0054794520547945,10.0,0.151966,8.0,0.29763250414445963,-0.21736749585554038,,
P,0.31,522.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.11758781434862087,-0.19241218565137913,,
P,0.54,525.0,532.36,0.0054794520547945,10.0,0.151966,8.0,0.3055954289187284,-0.23440457108127166,,
P,1.31,527.5,532.36,0.0054794520547945,10.0,0.151966,8.0,0.6914483269201241,-0.6185516730798759,,
P,3.085,532.5,532.36,0.0054794520547945,10.0,0.151966,8.0,2.4451352895260925,-0.6398647104739075,,
P,4.0,535.0,532.36,0.0054794520547945,10.0,0.151966,8.0,3.9232282685071596,-0.07677173149284044,,
P,5.6,537.5,532.36,0.0054794520547945,10.0,0.151966,8.0,5.773075562940562,0.17307556294056248,,
P,7.825,540.0,532.36,0.0054794520547945,10.0,0.151966,8.0,7.908044273692383,0.08304427369238265,,
C,62.650000000000006,470.0,532.36,0.0246575342465753,10.0,0.151966,1.0,62.47587630426415,-0.17412369573585806,,
C,52.575,480.0,532.36,0.0246575342465753,10.0,0.151966,1.0,52.47835891648657,-0.09664108351343259,,
C,42.7,490.0,532.36,0.0246575342465753,10.0,0.151966,1.0,42.481563463401244,-0.21843653659875883,,
C,32.95,500.0,532.36,0.0246575342465753,10.0,0.151966,1.0,32.49921018184881,-0.45078981815119334,,
C,23.225,510.0,532.36,0.0246575342465753,10.0,0.151966,1.0,22.659447832956175,-0.5655521670438262,,
C,14.325,520.0,532.36,0.0246575342465753,10.0,0.151966,1.0,13.544555266938005,-0.7804447330619944,,
C,7.25,530.0,532.36,0.0246575342465753,10.0,0.151966,1.0,6.39867505618696,-0.8513249438130401,,
C,2.76,540.0,532.36,0.0246575342465753,10.0,0.151966,1.0,2.2044163811874,-0.5555836188125998,,
C,0.8300000000000001,550.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.5214667133206348,-0.3085332866793653,,
C,0.27,560.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.08177521887393624,-0.18822478112606378,,
P,0.475,510.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.17370991087128118,-0.3012900891287188,,
P,1.57,520.0,532.36,0.0246575342465753,10.0,0.151966,1.0,1.0563518954003968,-0.5136481045996033,,
P,4.45,530.0,532.36,0.0246575342465753,10.0,0.151966,1.0,3.908006235196723,-0.5419937648032773,,
P,9.95,540.0,532.36,0.0246575342465753,10.0,0.151966,1.0,9.711282110744548,-0.2387178892554509,,
P,18.025,550.0,532.36,0.0246575342465753,10.0,0.151966,1.0,18.025866993425097,0.0008669934250988831,,
C,23.275,510.0,532.36,0.0246575342465753,10.0,0.151966,1.0,22.659447832956175,-0.6155521670438233,,
C,7.9,530.0,532.36,0.0246575342465753,10.0,0.151966,1.0,6.39867505618696,-1.5013249438130405,,
C,2.15,540.0,532.36,0.0246575342465753,10.0,0.151966,1.0,2.2044163811874,0.05441638118740011,,
C,0.835,550.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.5214667133206348,-0.3135332866793652,,
C,0.29,560.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.08177521887393624,-0.20822478112606374,,
P,1.56,520.0,532.36,0.0246575342465753,10.0,0.151966,1.0,1.0563518954003968,-0.5036481045996033,,
P,4.775,530.0,532.36,0.0246575342465753,10.0,0.151966,1.0,3.908006235196723,-0.8669937648032775,,
C,28.1,505.0,532.36,0.0246575342465753,10.0,0.151966,1.0,27.54138355091834,-0.5586164490816614,,
C,25.775,507.5,532.36,0.0246575342465753,10.0,0.151966,1.0,25.086415696649055,-0.6885843033509431,,
C,20.95,512.5,532.36,0.0246575342465753,10.0,0.151966,1.0,20.27356646533059,-0.6764335346694104,,
C,18.775,515.0,532.36,0.0246575342465753,10.0,0.151966,1.0,17.94540061930695,-0.8295993806930468,,
C,16.5,517.5,532.36,0.0246575342465753,10.0,0.151966,1.0,15.694896517288328,-0.8051034827116723,,
C,12.35,522.5,532.36,0.0246575342465753,10.0,0.151966,1.0,11.518108144039502,-0.8318918559604978,,
C,10.475,525.0,532.36,0.0246575342465753,10.0,0.151966,1.0,9.638720922818038,-0.8362790771819615,,
C,8.8,527.5,532.36,0.0246575342465753,10.0,0.151966,1.0,7.9269390886816495,-0.8730609113183512,,
C,5.875,532.5,532.36,0.0246575342465753,10.0,0.151966,1.0,5.0635665482096215,-0.8114334517903785,,
C,4.625,535.0,532.36,0.0246575342465753,10.0,0.151966,1.0,3.92398780423693,-0.7010121957630702,,
C,3.625,537.5,532.36,0.0246575342465753,10.0,0.151966,1.0,2.974880345356354,-0.6501196546436461,,
C,2.07,542.5,532.36,0.0246575342465753,10.0,0.151966,1.0,1.5953556691635384,-0.4746443308364614,,
C,1.53,545.0,532.36,0.0246575342465753,10.0,0.151966,1.0,1.1268438077032101,-0.4031561922967899,,
C,1.13,547.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.7763507297312202,-0.3536492702687797,,
C,0.615,552.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.34134502144875967,-0.2736549785512403,,
P,0.265,505.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.056878353559822514,-0.2081216464401775,,
P,0.355,507.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.10129413692731148,-0.2537058630726885,,
P,0.645,512.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.28721218088259803,-0.357787819117402,,
P,0.86,515.0,532.36,0.0246575342465753,10.0,0.151966,1.0,0.4584299724957859,-0.4015700275042141,,
P,1.165,517.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.7073095081139442,-0.4576904918860558,,
P,2.085,522.5,532.36,0.0246575342465753,10.0,0.151966,1.0,1.529288410138875,-0.5557115898611249,,
P,2.725,525.0,532.36,0.0246575342465753,10.0,0.151966,1.0,2.1492848265541795,-0.5757151734458206,,
P,3.5250000000000004,527.5,532.36,0.0246575342465753,10.0,0.151966,1.0,2.93688663005463,-0.5881133699453702,,
P,5.575,532.5,532.36,0.0246575342465753,10.0,0.151966,1.0,5.072281364856337,-0.5027186351436628,,
P,6.925,535.0,532.36,0.0246575342465753,10.0,0.151966,1.0,6.432086258520485,-0.49291374147951483,,
P,8.375,537.5,532.36,0.0246575342465753,10.0,0.151966,1.0,7.98236243727672,-0.3926375627232801,,
P,11.825,542.5,532.36,0.0246575342465753,10.0,0.151966,1.0,11.601605036357569,-0.2233949636424306,,
P,13.8,545.0,532.36,0.0246575342465753,10.0,0.151966,1.0,13.632476812534094,-0.1675231874659069,,
P,15.775,547.5,532.36,0.0246575342465753,10.0,0.151966,1.0,15.781367372198929,0.006367372198928578,,
P,20.5,552.5,532.36,0.0246575342465753,10.0,0.151966,1.0,20.345128939190204,-0.1548710608097963,,
C,12.55,522.5,532.36,0.0246575342465753,10.0,0.151966,1.0,11.518108144039502,-1.0318918559604988,,
C,11.0,525.0,532.36,0.0246575342465753,10.0,0.151966,1.0,9.638720922818038,-1.3612790771819618,,
C,9.225,527.5,532.36,0.0246575342465753,10.0,0.151966,1.0,7.9269390886816495,-1.29806091131835,,
C,4.775,535.0,532.36,0.0246575342465753,10.0,0.151966,1.0,3.92398780423693,-0.8510121957630705,,
C,3.735,537.5,532.36,0.0246575342465753,10.0,0.151966,1.0,2.974880345356354,-0.760119654643646,,
C,2.075,542.5,532.36,0.0246575342465753,10.0,0.151966,1.0,1.5953556691635384,-0.47964433083646174,,
P,0.355,507.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.10129413692731148,-0.2537058630726885,,
P,1.16,517.5,532.36,0.0246575342465753,10.0,0.151966,1.0,0.7073095081139442,-0.4526904918860557,,
P,2.42,522.5,532.36,0.0246575342465753,10.0,0.151966,1.0,1.529288410138875,-0.8907115898611249,,
P,5.95,532.5,532.36,0.0246575342465753,10.0,0.151966,1.0,5.072281364856337,-0.8777186351436628,,
P,6.95,535.0,532.36,0.0246575342465753,10.0,0.151966,1.0,6.432086258520485,-0.5179137414795152,,
P,8.4,537.5,532.36,0.0246575342465753,10.0,0.151966,1.0,7.98236243727672,-0.41763756272328045,,
C,34.15,500.0,532.36,0.0630136986301369,30.0,0.166874,7.0,33.29076266047343,-0.8592373395265653,,
C,31.625,502.5,532.36,0.0630136986301369,30.0,0.166874,7.0,30.98284608976178,-0.6421539102382212,,
C,25.174999999999997,510.0,532.36,0.0630136986301369,30.0,0.166874,7.0,24.366683846384547,-0.8083161536154506,,
C,23.0,512.5,532.36,0.0630136986301369,30.0,0.166874,7.0,22.289639911062693,-0.710360088937307,,
C,21.125,515.0,532.36,0.0630136986301369,30.0,0.166874,7.0,20.28986666217685,-0.8351333378231516,,
C,19.15,517.5,532.36,0.0630136986301369,30.0,0.166874,7.0,18.374889544346388,-0.7751104556536106,,
C,17.325,520.0,532.36,0.0630136986301369,30.0,0.166874,7.0,16.551690342521795,-0.7733096574782046,,
C,15.625,522.5,532.36,0.0630136986301369,30.0,0.166874,7.0,14.826482226317296,-0.798517773682704,,
C,14.05,525.0,532.36,0.0630136986301369,30.0,0.166874,7.0,13.204503894826189,-0.8454961051738117,,
C,12.6,527.5,532.36,0.0630136986301369,30.0,0.166874,7.0,11.689844398824278,-0.9101556011757221,,
C,11.15,530.0,532.36,0.0630136986301369,30.0,0.166874,7.0,10.285308487861869,-0.8646915121381316,,
C,9.825,532.5,532.36,0.0630136986301369,30.0,0.166874,7.0,8.992329822743386,-0.8326701772566132,,
C,8.625,535.0,532.36,0.0630136986301369,30.0,0.166874,7.0,7.810936335894041,-0.8140636641059587,,
C,7.550000000000001,537.5,532.36,0.0630136986301369,30.0,0.166874,7.0,6.739768691273554,-0.810231308726447,,
